type,category,subcategory,priority,message
disaster,flooding,street_flooding,3,emergency help. cant drive flooded. ETA pls.
disaster,fire,structural_fire,2,urgent situation pls help. building is on fire. Send someone quickly.
disaster,missing_person,child,1,urgent. cant find child anywhere. We are waiting in a safe place for responders.
disaster,flooding,flash_flood,1,anybody there. rapid flooding in the area. hurry pls.
disaster,flooding,street_flooding,3,pls help. road impassable due to water. street flooded bad. Please acknowledge this message and dispatch assistance.
disaster,flooding,flash_flood,1,mayday. flash flood area. Emergency crews are needed at this location.
disaster,missing_person,adult,2,missing pers pls locate. We became separated and cannot locate this person. Please respond.
disaster,infrastructure_damage,bridge,3,emergency help. bridge not safe. req rescue asap.
disaster,evacuation,voluntary,5,SOS. prepairing to evac. Need help now.
disaster,structure_damage,severe,1,need help now. building fell down. pls respond.
disaster,trapped,under_debris,1,emergency situation. stuck under debris. pind under debries. pls respond.
disaster,supply_request,other,,anybody there. need assistance with resources. over n out.
disaster,infrastructure_damage,road,5,We require emergency assistance. street destroyed. road washed away help. rspnd 2 this msg.
disaster,flooding,street_flooding,3,Anyone there. water on all the roads. need emergncy crew now.
disaster,infrastructure_damage,road,5,Please help. The main access road has collapsed and cannot be used. road washed away help. Requesting immediate response.
disaster,infrastructure_damage,road,5,Please help. highway damage. Send someone quickly.
disaster,flooding,street_flooding,3,theres emergency. rds flooded no exit. over n out.
disaster,medical,heavy_bleeding,1,Need urgent assistance. losing a lot of blood. send someone quick.
disaster,structure_damage,moderate,2,Help help. building partial collapse. Part of the structure has failed but it is still standing. help needed now.
disaster,structure_damage,light,4,Please help. light structural damage. Requesting immediate response.
disaster,supply_request,food,3,911 situation here. req food 4 evacuees. Our emergency food supplies are nearly exhausted. We are waiting in a safe place for responders.
disaster,supply_request,other,,hlp pls. req gen supplies asap. need emergncy suplies. Send someone quickly.
disaster,medical,injury,1,mayday. multiple injuries. send emergency services.
disaster,fire,vehicle_fire,3,Emergency. truck caught fire. car in flames on road. Requesting immediate response.
disaster,utility,power_outage,4,Mayday mayday. no power. send help imediately.
disaster,medical,illness,2,urgent. severe abdominal pain. need emergncy crew now.
disaster,medical,injury,1,This is an emergency. head injury. plz send responders quick.
disaster,evacuation,mandatory,1,SOS. have to evacuate now. Requesting immediate response.
disaster,flooding,street_flooding,3,911 situation here. street flooded bad. Need help now.
disaster,supply_request,other,,Please help. need emergency suplies. need emergncy crew now.
disaster,medical,illness,2,Can someone assist us. severe abdominal pain. plz send responders quick.
disaster,missing_person,child,1,Please help. missing kid pls help. ETA pls.
disaster,supply_request,food,3,need help now. out of food. running outta food. hurry pls.
disaster,utility,gas_leak,1,emergency situation. A damaged gas pipe appears to be leaking. Waiting for assistance.
disaster,missing_person,child,1,We require emergency assistance. cant find my kid. plz send responders quick.
disaster,flooding,street_flooding,3,urgent. street covered in water. need emergncy crew now.
disaster,medical,heavy_bleeding,1,need emerg svc. massive blood loss. Please respond.
disaster,structure_damage,moderate,2,emergency situation. significant building damage. Waiting for assistance.
disaster,supply_request,other,,nd help rn. need basic necessities. req rescue asap.
disaster,fire,wildfire,1,Please help. wildfire out of control. Please acknowledge this message and dispatch assistance.
disaster,infrastructure_damage,bridge,3,Anyone there. bridge collapsed. bridge colapsed. Requesting immediate response.
disaster,infrastructure_damage,utility,2,nd help rn. water main broke. send help quick.
disaster,structure_damage,severe,1,911 situation here. collapse debris is spread throughout the property. building fell. plz send responders quick.
disaster,missing_person,adult,2,urgent. An adult family member has not returned since the evacuation. Send emergency services.
disaster,missing_person,child,1,We require emergency assistance. lost chld near evac ctr. cant find my kid. pls respond.
disaster,fire,vehicle_fire,3,Anyone there. vehical caught fire. We are waiting in a safe place for responders.
disaster,fire,wildfire,1,Mayday mayday. wildfire spreding toward us. send emergency services.
disaster,structure_damage,severe,1,pls help. A building suffered a complete structural failure. respond asap.
disaster,trapped,under_debris,1,This is an emergency. trapped under rubble. Need help now.
disaster,medical,light_bleeding,3,We require emergency assistance. cut needs stitches. pls send help asap.
disaster,missing_person,child,1,911 situation here. A young child was separated from the family. Please respond.
disaster,supply_request,water,2,nd help rn. no drinking water. send emergency services.
disaster,evacuation,voluntary,5,urgent situation pls help. thinking bout evacuating. Requesting immediate response.
disaster,structure_damage,light,4,help us. light structural damage. Please send help immediately.
disaster,missing_person,elderly,1,help needed asap. We cannot locate a vulnerable older family member. missing sr citizen. help needed now.
disaster,infrastructure_damage,road,5,sum1 help. hiway damged cant pass. pls send help asap.
disaster,infrastructure_damage,other,4,emergency help. public facilty destroyd. req rescue asap.
disaster,utility,water_outage,2,urgent. no running h2o. water stopped. Emergency crews are needed at this location.
disaster,utility,power_outage,4,need assistance rn. no power. send someone quick.
disaster,trapped,in_vehicle,2,mayday. The doors are jammed and we cannot exit the vehicle. We are waiting in a safe place for responders.
disaster,fire,structural_fire,2,urgent situation pls help. bldg fire send fd. apt complex burning. need help rn.
disaster,supply_request,food,3,Please respond as soon as possible. need food. starving. Send someone quickly.
disaster,utility,gas_leak,1,urgent help needed. gas leak in the area. Requesting immediate response.
disaster,fire,structural_fire,2,emergency help. house on fire help. Over and out.
disaster,infrastructure_damage,utility,2,urgent. Downed power lines and utility poles are blocking the area. plz send responders quick.
disaster,evacuation,voluntary,5,Help help. may need 2 evac. should we evacuate. respond asap.
disaster,trapped,in_building,1,Requesting immediate help. We are trapped inside and every exit is blocked. stuck in the building. rspnd 2 this msg.
disaster,evacuation,mandatory,1,urgent situation pls help. EVAC order leave asap. forced evacuate. Over and out.
disaster,trapped,in_building,1,mayday. Debris is preventing us from leaving the building. Send someone quickly.
disaster,fire,wildfire,1,Requesting immediate help. forest fire heading towards us. We are waiting in a safe place for responders.
disaster,evacuation,voluntary,5,Please help. Authorities recommend that residents consider leaving early. prepairing to evac. req rescue asap.
disaster,missing_person,elderly,1,help. senior wandered off. Send someone quickly.
disaster,structure_damage,light,4,sum1 help. roof dmg minor. waiting for help.
disaster,medical,heavy_bleeding,1,Can someone assist us. serious laceration bleeding. blood loss. Over and out.
disaster,infrastructure_damage,utility,2,Please respond as soon as possible. utility network damaged. Over and out.
disaster,structure_damage,light,4,emergncy need help. light damage. building damage minor. need help rn.
disaster,trapped,in_vehicle,2,sum1 help. trapped in car help. car door jamd cant exit. send help quick.
disaster,structure_damage,light,4,SOS. minor damage building. respond asap.
disaster,infrastructure_damage,bridge,3,Need urgent assistance. bridge gone. brige is damged. need emergncy crew now.
disaster,trapped,in_vehicle,2,help us. cant get out vehicle. Please respond.
disaster,missing_person,adult,2,nd help rn. An adult family member has not returned since the evacuation. someone hasn't returned. Send emergency services.
disaster,flooding,street_flooding,3,Mayday mayday. can't get out due to flooded roads. rds flooded no exit. need immediate response.
disaster,trapped,in_building,1,plz help us asap. We are trapped inside and every exit is blocked. send someone quick.
disaster,structure_damage,moderate,2,urgent situation pls help. building partial collapse. Requesting immediate response.
disaster,trapped,in_vehicle,2,pls help. stuck in the truck. pls respond.
disaster,missing_person,child,1,mayday. cant find child anywhere. We are waiting in a safe place for responders.
disaster,supply_request,other,,urgent. need emergency supplies. Need help now.
disaster,utility,water_outage,2,Need urgent assistance. The local water supply has completely stopped. Please respond.
disaster,evacuation,voluntary,5,emergncy need help. considering evacuation. send emergency services.
disaster,evacuation,mandatory,1,plz help us asap. evacuation order issued. rspnd 2 this msg.
disaster,structure_damage,moderate,2,Requesting immediate help. moderate damage. over n out.
disaster,medical,heavy_bleeding,1,Mayday mayday. bleeding real bad. bleeding bad from wound. need emergncy crew now.
disaster,infrastructure_damage,other,4,Need urgent assistance. comm towers down. public facilty destroyd. rspnd 2 this msg.
disaster,supply_request,other,,We need help. req gen supplies asap. ETA pls.
disaster,fire,structural_fire,2,anybody there. house burning down. apartment fire. pls dispatch FD.
disaster,medical,heavy_bleeding,1,Urgent situation here. bleeding out. pls respond.
disaster,medical,illness,2,We need help. having seizure. stroke symptms face droop. pls dispatch FD.
disaster,medical,heavy_bleeding,1,This is an emergency. hemoraging from leg. send someone quick.
disaster,supply_request,water,2,"urgent help needed. dehydrated, need water. rspnd 2 this msg."
disaster,structure_damage,light,4,urgent msg. roof partially damaged. A small section of the roof has been damaged. need emergncy crew now.
disaster,supply_request,clothing,4,need assistance rn. Displaced residents need dry and warm clothing. We need blankets and weather-appropriate clothes. send emergency services.
disaster,flooding,flash_flood,1,911 situation here. A fast-moving flash flood is entering the area. flash flood heading here. ETA pls.
disaster,supply_request,water,2,Requesting immediate help. We urgently need safe drinking water. no clean h2o. Requesting immediate response.
disaster,structure_damage,severe,1,urgent. building fell. Send someone quickly.
disaster,utility,water_outage,2,We require emergency assistance. water system fail. respond asap.
disaster,infrastructure_damage,other,4,This is an emergency. pub facility dmg. ETA pls.
disaster,supply_request,clothing,4,SOS. need warm clothing. Please acknowledge this message and dispatch assistance.
disaster,trapped,under_debris,1,need help now. trapped beneath the wreckage. need svc rn.
disaster,fire,structural_fire,2,Please respond as soon as possible. The building has caught fire and needs an immediate response. apartment complex on fire. need svc rn.
disaster,evacuation,mandatory,1,need emerg svc. ordered to leave area. Send someone quickly.
disaster,utility,water_outage,2,need help now. h2o svc out. waiting for help.
disaster,missing_person,elderly,1,anybody there. An elderly relative went missing during the emergency. senor wanderd off. hurry pls.
disaster,supply_request,other,,"help us. We require batteries, torches, and sanitation items. pls dispatch FD."
disaster,structure_damage,severe,1,emergncy need help. building fell down. rspnd 2 this msg.
disaster,infrastructure_damage,road,5,We require emergency assistance. road collapsed. road washed away help. Over and out.
disaster,medical,unconscious,2,911 situation here. pt uncon n not rspnding. req rescue asap.
disaster,evacuation,voluntary,5,emergency situation. may need 2 evac. should we evacuate. hurry pls.
disaster,flooding,flash_flood,1,pls help. sudden flood waters rising. send help imediately.
disaster,trapped,in_vehicle,2,Help help. We are stuck inside a vehicle after the disaster. pls respond.
disaster,supply_request,food,3,help. need food bad. plz send responders quick.
disaster,medical,light_bleeding,3,emergency help. slight bleeding. pls send help asap.
disaster,trapped,in_vehicle,2,nd help rn. We are stuck inside a vehicle after the disaster. respond asap.
disaster,fire,wildfire,1,This is an emergency. flames coming our way. pls dispatch FD.
disaster,fire,vehicle_fire,3,Please respond as soon as possible. vehicle in flames on the road. car engine on fire. Please respond.
disaster,flooding,flash_flood,1,This is an emergency. water coming in fast. flash flood warning area. send aid 2 loc.
disaster,flooding,flash_flood,1,plz help us asap. water rushing in fast. watr risin rapidly. req rescue asap.
disaster,medical,injury,1,nd help rn. leg messed up. help needed now.
disaster,trapped,under_debris,1,need emerg svc. trapped beneath the wreckage. Need help now.
disaster,medical,light_bleeding,3,Can someone assist us. bleeding controlled but needs attention. scrape still bleedin. plz send responders quick.
disaster,evacuation,voluntary,5,Requesting immediate help. considring evacution. Authorities recommend that residents consider leaving early. req rescue asap.
disaster,fire,wildfire,1,911 situation here. wfire heading this way asap. wildfire outta control. help needed now.
disaster,medical,injury,1,mayday. got hurt badly. waiting for help.
disaster,missing_person,child,1,911 situation here. A young child was separated from the family. Need help now.
disaster,supply_request,clothing,4,We need help. need clothes. req coats n blankets. send aid 2 loc.
disaster,infrastructure_damage,bridge,3,SOS. brige is damged. brg unsafe do not cross. help needed now.
disaster,trapped,under_debris,1,Can someone assist us. trapped under rubble. rspnd 2 this msg.
disaster,missing_person,child,1,urgent. kid wandered off. Emergency crews are needed at this location.
disaster,medical,injury,1,anybody there. twisted ankle badly. arm broke or smth. Send someone quickly.
disaster,missing_person,elderly,1,help needed asap. elderly lost. We cannot locate a vulnerable older family member. over n out.
disaster,structure_damage,light,4,emergency situation. smal cracks in bulding. send help imediately.
disaster,flooding,house_flooding,2,urgent situation pls help. water in the house. home fldg need help. Please send help immediately.
disaster,missing_person,adult,2,urgent situation pls help. cant find family member. Emergency crews are needed at this location.
disaster,trapped,in_vehicle,2,need assistance rn. We are stuck inside a vehicle after the disaster. need emergncy crew now.
disaster,infrastructure_damage,utility,2,We need help. A water main has ruptured beneath the street. Over and out.
disaster,fire,structural_fire,2,Help help. apt fire rn. send emergency services.
disaster,trapped,under_debris,1,SOS pls rspnd. Someone is pinned beneath collapsed building debris. Send someone quickly.
disaster,infrastructure_damage,other,4,pls help. towers down. ETA pls.
disaster,evacuation,mandatory,1,Emergency. must evacuate now. need help rn.
disaster,missing_person,elderly,1,theres emergency. elderley person mising. old man/woman missing. help needed now.
disaster,structure_damage,light,4,plz help us asap. light structural damage. Over and out.
disaster,flooding,flash_flood,1,urgent. flsh fld here rn. flash flood heading here. send someone quick.
disaster,flooding,flash_flood,1,need emerg svc. flash flood area. Over and out.
disaster,trapped,in_vehicle,2,plz help us asap. car door jamd cant exit. send emergency services.
disaster,missing_person,adult,2,urgent msg. adult missing. hurry pls.
disaster,flooding,house_flooding,2,anybody there. hse filling w wtr. over n out.
disaster,supply_request,food,3,We need help. no food supplies. need MREs asap. respond asap.
disaster,flooding,street_flooding,3,Help help. road impassable due to water. roads flooded. Please send help immediately.
disaster,trapped,in_building,1,omg help. trapped in the structure. send help imediately.
disaster,utility,water_outage,2,Please respond as soon as possible. water out. h2o svc out. send aid 2 loc.
disaster,infrastructure_damage,road,5,hlp pls. street destroyed bad. send aid 2 loc.
disaster,fire,wildfire,1,need emerg svc. flames spreading fast on hill. Send emergency services.
disaster,fire,vehicle_fire,3,urgent. engin is burnin. req rescue asap.
disaster,infrastructure_damage,road,5,emergency help. road impassable. waiting for help.
disaster,fire,vehicle_fire,3,urgent help needed. veh fire on rd. Over and out.
disaster,supply_request,water,2,"emergency situation. no clean h2o. dehydrated, need water. respond asap."
disaster,structure_damage,moderate,2,urgent. signficant bulding damge. send help imediately.
disaster,missing_person,adult,2,urgent. can't locate family member. Please acknowledge this message and dispatch assistance.
disaster,utility,water_outage,2,SOS. water system down. water stopped running. waiting for help.
disaster,flooding,house_flooding,2,need assistance rn. The ground floor is quickly filling with water. home filling with water. need help rn.
disaster,infrastructure_damage,bridge,3,brg out no access. Send someone quickly.
disaster,flooding,street_flooding,3,emergency help. streets underwater. rspnd 2 this msg.
disaster,supply_request,food,3,no food supplies. plz send responders quick.
disaster,supply_request,food,3,anybody there. runing out of fud. req food 4 evacuees. ETA pls.
disaster,flooding,house_flooding,2,Urgent situation here. house filling with water. water everywhere in house. Need help now.
disaster,flooding,house_flooding,2,911 situation here. house is flooding. water coming through the doors. send someone quick.
disaster,evacuation,mandatory,1,Requesting immediate help. must evac imediately. send help quick.
disaster,fire,vehicle_fire,3,A vehicle is burning at the side of the road. hurry pls.
disaster,structure_damage,light,4,Emergency. roof dmg minor. send aid 2 loc.
disaster,supply_request,food,3,urgent situation pls help. We need shelf-stable food for the displaced families. need help rn.
disaster,supply_request,food,3,Can someone assist us. running outta food. Our emergency food supplies are nearly exhausted. pls dispatch FD.
disaster,flooding,flash_flood,1,This is an emergency. flood water rising fast. flash flod comin fast. Over and out.
disaster,flooding,house_flooding,2,mayday. water entering the home. hse filling w wtr. waiting for help.
disaster,utility,water_outage,2,hlp pls. no runing watter. water system down. Need help now.
disaster,flooding,flash_flood,1,help. flash flood heading here. rspnd 2 this msg.
disaster,trapped,in_vehicle,2,stuck in car need extrctn. need svc rn.
disaster,flooding,house_flooding,2,mayday. water everywhere in house. We are waiting in a safe place for responders.
disaster,utility,gas_leak,1,need emerg svc. smell gas everywhere. Send emergency services.
disaster,missing_person,child,1,Can someone assist us. cant find my kid. Send emergency services.
disaster,trapped,in_vehicle,2,need assistance rn. trapped in the vehicle. send someone quick.
disaster,trapped,in_building,1,need help now. trapped in the structure. ETA pls.
disaster,trapped,under_debris,1,hlp pls. traped under ruble. send someone quick.
disaster,flooding,street_flooding,3,Urgent situation here. streets underwater. strets are floded. over n out.
disaster,medical,illness,2,mayday. severe allergic reaction. send help imediately.
disaster,missing_person,adult,2,nd help rn. missing person. adult gone. send emergency services.
disaster,structure_damage,severe,1,Mayday mayday. structure destroyed. send emergency services.
disaster,fire,structural_fire,2,hlp pls. building on fire. building burning down. ETA pls.
disaster,flooding,house_flooding,2,SOS. home fldg need help. pls send help asap.
disaster,infrastructure_damage,road,5,emergncy need help. road is completly destroyd. Please respond.
disaster,supply_request,water,2,mayday. no clean water. help needed now.
disaster,structure_damage,severe,1,911 situation here. building collapse. waiting for help.
disaster,medical,light_bleeding,3,Need urgent assistance. minor bleeding. bleeding from minor wound. send emergency services.
disaster,medical,light_bleeding,3,emergency help. minor blding from hand. Emergency crews are needed at this location.
disaster,utility,water_outage,2,Mayday mayday. no tap wtr rn. The local water supply has completely stopped. Please acknowledge this message and dispatch assistance.
disaster,missing_person,elderly,1,Emergency. can't find elderly relative. cant find elderly fam mbr. need emergncy crew now.
disaster,infrastructure_damage,road,5,SOS. rd closed major dmg. over n out.
disaster,structure_damage,severe,1,We need help. collapse debris is spread throughout the property. total bldg collapse. We are waiting in a safe place for responders.
disaster,fire,structural_fire,2,urgent situation pls help. theres fire in the building. Send emergency services.
disaster,structure_damage,light,4,We need help. cracks in walls. roof partially damaged. Send emergency services.
disaster,trapped,in_vehicle,2,Please respond as soon as possible. We are stuck inside a vehicle after the disaster. need immediate response.
disaster,missing_person,elderly,1,sum1 help. cant find elderly relative. elderley person mising. We are waiting in a safe place for responders.
disaster,trapped,in_building,1,nd help rn. trapped in building. can't get out of the house. help needed now.
disaster,supply_request,food,3,We need help. We need shelf-stable food for the displaced families. need immediate response.
disaster,flooding,street_flooding,3,plz help us asap. street flooded bad. Flooding has blocked the only road out. Please respond.
disaster,fire,structural_fire,2,urgent. house on fire help. flames everywhere in building. over n out.
disaster,trapped,in_vehicle,2,hlp pls. trapped in the vehicle. help needed now.
disaster,evacuation,voluntary,5,emergncy need help. planning 2 leave. prepairing to evac. plz send responders quick.
disaster,structure_damage,light,4,need assistance rn. cracks in walls. send aid 2 loc.
disaster,evacuation,voluntary,5,emergency situation. should we evacuate. send aid 2 loc.
disaster,fire,vehicle_fire,3,need assistance rn. truck caught fire bad. We are waiting in a safe place for responders.
disaster,structure_damage,light,4,Emergency. minor damage to building. send aid 2 loc.
disaster,evacuation,mandatory,1,Urgent situation here. A mandatory evacuation is now in effect. ordered leave area. need svc rn.
disaster,medical,heavy_bleeding,1,Need urgent assistance. arterial bld pls hurry. bleeding out. Please respond.
disaster,trapped,under_debris,1,help. stuck under debris. ETA pls.
disaster,medical,illness,2,SOS. chest pn getting worse. fever crazy high. pls respond.
disaster,fire,vehicle_fire,3,urgent. car on fire. pls send help asap.
disaster,utility,power_outage,4,need assistance rn. power out. need svc rn.
disaster,fire,structural_fire,2,omg help. apartment complex on fire. hurry pls.
disaster,fire,wildfire,1,Anyone there. wfire heading this way asap. Please acknowledge this message and dispatch assistance.
disaster,fire,vehicle_fire,3,urgent. vehicle burning. vehicle on fire. help needed now.
disaster,missing_person,elderly,1,help needed asap. elderly person lost. senior missing help. pls dispatch FD.
disaster,evacuation,mandatory,1,Help help. must evacuate asap. Waiting for assistance.
disaster,missing_person,elderly,1,Mayday mayday. old person missing. cant find elderly relative. over n out.
disaster,missing_person,child,1,SOS pls rspnd. kid wandered off. lost sight of my kid. waiting for help.
disaster,utility,water_outage,2,pls help. no runing watter. hurry pls.
disaster,supply_request,clothing,4,urgent help needed. clothing destroyed. no warm clothes. hurry pls.
disaster,medical,illness,2,theres emergency. person super ill. having seizure. need svc rn.
disaster,flooding,house_flooding,2,Emergency. Floodwater is entering every room in the house. help needed now.
disaster,supply_request,other,,"urgent help needed. need supplies bad. We require batteries, torches, and sanitation items. hurry pls."
disaster,infrastructure_damage,road,5,need help now. hiway damged cant pass. highway damage. send emergency services.
disaster,structure_damage,moderate,2,Can someone assist us. mod struct dmg. We are waiting in a safe place for responders.
disaster,flooding,street_flooding,3,We require emergency assistance. street flooded bad. cant drive flooded. plz send responders quick.
disaster,medical,light_bleeding,3,Mayday mayday. light blood loss. We are waiting in a safe place for responders.
disaster,supply_request,clothing,4,emergency help. need warm cloths badly. Emergency crews are needed at this location.
disaster,medical,heavy_bleeding,1,need help now. guy bleeding out. so much bleeding idk what to do. respond asap.
disaster,missing_person,elderly,1,Please respond as soon as possible. elderly lost. send emergency services.
disaster,trapped,under_debris,1,We need help. trapped under debris. pind under debries. We are waiting in a safe place for responders.
disaster,flooding,street_flooding,3,Please respond as soon as possible. roads are flooded. pls send help asap.
disaster,evacuation,mandatory,1,We need help. EVAC order leave asap. evacuation order issued. Please respond.
disaster,utility,water_outage,2,pls help. no running water. pls respond.
disaster,trapped,under_debris,1,Anyone there. Someone is pinned beneath collapsed building debris. Please acknowledge this message and dispatch assistance.
disaster,fire,vehicle_fire,3,need assistance rn. engin is burnin. Send emergency services.
disaster,missing_person,elderly,1,emergency situation. elderly lost. elderly missing. send help quick.
disaster,infrastructure_damage,road,5,This is an emergency. street destroyed bad. rd closed major dmg. need immediate response.
disaster,structure_damage,moderate,2,need emerg svc. signficant bulding damge. over n out.
disaster,flooding,flash_flood,1,urgent. flash flood coming. sudden flood waters rising. plz send responders quick.
disaster,missing_person,elderly,1,omg help. senor wanderd off. elderly missing. pls dispatch FD.
disaster,trapped,in_building,1,Urgent situation here. trapped in building. Requesting immediate response.
disaster,trapped,in_building,1,Please help. stuck in building. ETA pls.
disaster,structure_damage,light,4,Can someone assist us. smal cracks in bulding. some cracks in walls. send emergency services.
disaster,evacuation,mandatory,1,emergency situation. forced to evacuate. pls send help asap.
disaster,structure_damage,moderate,2,Can someone assist us. partial bldg collapse. waiting for help.
disaster,structure_damage,light,4,Urgent situation here. The building has minor cracks but remains standing. Requesting immediate response.
disaster,medical,light_bleeding,3,need emerg svc. sm cut bleedin a bit. minor blding from hand. send someone quick.
disaster,trapped,in_vehicle,2,omg help. stuck in truck. plz send responders quick.
disaster,structure_damage,light,4,Urgent situation here. light structural damage. ETA pls.
disaster,missing_person,adult,2,theres emergency. adult hasnt returnd. Over and out.
disaster,infrastructure_damage,other,4,Need urgent assistance. public facilty destroyd. A public facility was severely damaged by the disaster. send someone quick.
disaster,utility,gas_leak,1,Requesting immediate help. gas line broken. req rescue asap.
disaster,trapped,in_building,1,emergency situation. stuck in building. Need help now.
disaster,missing_person,child,1,urgent. lost sight of my kid. Please acknowledge this message and dispatch assistance.
disaster,fire,structural_fire,2,Can someone assist us. smoke coming from the roof. waiting for help.
disaster,flooding,street_flooding,3,pls help. st fldg bad. req rescue asap.
disaster,utility,water_outage,2,Please help. no running water. need svc rn.
disaster,supply_request,food,3,hlp pls. need food n water. We are waiting in a safe place for responders.
disaster,trapped,in_building,1,Urgent situation here. trapped inside building. stuck insd need rescue. send help imediately.
disaster,flooding,street_flooding,3,Anyone there. street flooded bad. roads flooded. Over and out.
disaster,evacuation,mandatory,1,Please help. EVAC order leave asap. forced evacuate. help needed now.
disaster,supply_request,food,3,Please help. starving here. send emergency services.
disaster,trapped,under_debris,1,help. pind under debries. req rescue asap.
disaster,supply_request,water,2,Mayday mayday. need h2o. no clean water. waiting for help.
disaster,medical,injury,1,theres emergency. accident victim injured. rspnd 2 this msg.
disaster,missing_person,adult,2,Can someone assist us. An adult family member has not returned since the evacuation. person disappeared. pls send help asap.
disaster,medical,illness,2,SOS. bad reaction 2 meds. throwing up alot. Please send help immediately.
disaster,trapped,under_debris,1,SOS. stuck under debris. stuck under the debris. Waiting for assistance.
disaster,utility,gas_leak,1,help us. smell gas everywhere. A damaged gas pipe appears to be leaking. Over and out.
disaster,missing_person,elderly,1,anybody there. old person missing. An elderly relative went missing during the emergency. pls dispatch FD.
disaster,missing_person,elderly,1,urgent msg. old person missing. elderly person missing. over n out.
disaster,missing_person,child,1,theres emergency. cant find my kid. Send emergency services.
disaster,fire,structural_fire,2,We require emergency assistance. structure engulfed in flames. We are waiting in a safe place for responders.
disaster,medical,unconscious,2,emergncy need help. unresp pls send amb. collapsed and unconscious. Waiting for assistance.
disaster,structure_damage,light,4,nd help rn. roof dmg minor. pls dispatch FD.
disaster,medical,unconscious,2,mayday. lost consciousness. person passed out. Please send help immediately.
disaster,flooding,street_flooding,3,theres emergency. road impassable water. Please acknowledge this message and dispatch assistance.
disaster,missing_person,adult,2,urgent msg. missing person. ETA pls.
disaster,evacuation,mandatory,1,Anyone there. mand evac now. send aid 2 loc.
disaster,medical,unconscious,2,theres emergency. she fainted. pls send help asap.
disaster,utility,water_outage,2,SOS pls rspnd. water out. pipes dry. Requesting immediate response.
disaster,evacuation,mandatory,1,911 situation here. evacuation order. manditory evacution order. pls dispatch FD.
disaster,trapped,under_debris,1,This is an emergency. cant get out under rubble. trapped under debris. need emergncy crew now.
disaster,supply_request,other,,Please respond as soon as possible. need batt n hygn kits. send emergency services.
disaster,supply_request,food,3,Requesting immediate help. running outta food. Over and out.
disaster,flooding,street_flooding,3,pls help. road underwatr cant pass. waiting for help.
disaster,fire,wildfire,1,Need urgent assistance. forrest fire movin fast. wildfire out of control. Requesting immediate response.
disaster,trapped,in_building,1,emergency situation. trapped help. req rescue asap.
disaster,structure_damage,moderate,2,urgent. mod struct dmg. walls cracking badly. plz send responders quick.
disaster,trapped,in_vehicle,2,SOS. The doors are jammed and we cannot exit the vehicle. ETA pls.
disaster,medical,illness,2,theres emergency. food poisoning maybe. need emergncy crew now.
disaster,infrastructure_damage,utility,2,help needed asap. infrastructure destroyed. water main broken. Requesting immediate response.
disaster,fire,structural_fire,2,bldg fire send fd. We are waiting in a safe place for responders.
disaster,infrastructure_damage,bridge,3,need emerg svc. A bridge has collapsed and cut off access. Requesting immediate response.
disaster,structure_damage,severe,1,hlp pls. total failure. Send emergency services.
disaster,structure_damage,moderate,2,We need help. structure compromised. help needed now.
disaster,evacuation,mandatory,1,sum1 help. mand evac now. told to evacuate immediately. send emergency services.
disaster,infrastructure_damage,road,5,Please help. street destroyed. Storm damage has washed out the roadway. send emergency services.
disaster,supply_request,food,3,need assistance rn. req food 4 evacuees. no food suplies left. help needed now.
disaster,fire,structural_fire,2,We require emergency assistance. Heavy smoke is filling the apartment block. pls send help asap.
disaster,fire,structural_fire,2,emergncy need help. building on fire. send someone quick.
disaster,medical,injury,1,need emerg svc. arm injury. serious injury occurred. Send emergency services.
disaster,structure_damage,moderate,2,omg help. walls crackng badly. building partially collapsed. Send someone quickly.
disaster,fire,wildfire,1,theres emergency. forrest fire movin fast. Emergency crews are needed at this location.
disaster,flooding,street_flooding,3,plz help us asap. road impassable water. ETA pls.
disaster,evacuation,mandatory,1,Emergency. ordered to leave area. forced evacuate. help needed now.
disaster,evacuation,voluntary,5,emergncy need help. We are preparing to relocate before conditions worsen. send help imediately.
disaster,flooding,flash_flood,1,help needed asap. rapid flooding in the area. need svc rn.
disaster,utility,power_outage,4,omg help. complete blackout. Need help now.
disaster,infrastructure_damage,utility,2,urgent help needed. utility poles down. Downed power lines and utility poles are blocking the area. Requesting immediate response.
disaster,supply_request,other,,Can someone assist us. need supplies. need svc rn.
disaster,flooding,house_flooding,2,need emerg svc. hse filling w wtr. Send emergency services.
disaster,fire,wildfire,1,emergncy need help. big wildfire spreading fast. wild fire approaching. over n out.
disaster,evacuation,voluntary,5,Authorities recommend that residents consider leaving early. Requesting immediate response.
disaster,missing_person,elderly,1,Requesting immediate help. An elderly relative went missing during the emergency. elderly missing. send help quick.
disaster,missing_person,elderly,1,Help help. elderly person missing. elderly person lost. respond asap.
disaster,medical,light_bleeding,3,911 situation here. bleed controlled nd medic. cut needs stitches. Requesting immediate response.
disaster,structure_damage,light,4,We require emergency assistance. minor damage building. need emergncy crew now.
disaster,utility,power_outage,4,hlp pls. blackout. power out. pls respond.
disaster,fire,vehicle_fire,3,We require emergency assistance. car on fire. waiting for help.
disaster,medical,illness,2,This is an emergency. stroke symptoms. bad reaction 2 meds. need immediate response.
disaster,evacuation,mandatory,1,We require emergency assistance. manditory evacution order. help needed now.
disaster,flooding,street_flooding,3,Urgent situation here. st fldg bad. send someone quick.
