type,category,subcategory,priority,message
medical,medical,injury,1,send amb pls. accident victim injured. Need emergency medical services.
disaster,evacuation,voluntary,5,emergency situation. should we evacuate. planning 2 leave. over n out.
medical,medical,heavy_bleeding,1,emergency pls send help. massive blood loss. Patient is infant. its bad. time critical.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. bleeding out. unresponsive. urgent. respond asap.
medical,medical,light_bleeding,3,emergency pls send help. superficial bleeding. unresponsive. severe. immediate response needed.
disaster,trapped,under_debris,1,help needed asap. trapped under stuff help. send someone quick.
disaster,other,,,need assistance rn. Over and out.
disaster,other,,,emergency situation. Over and out.
medical,medical,light_bleeding,3,omg need help. scrape bleeding a little. Patient is infant. responsive. labored breathing. send someone fast pls.
medical,medical,heavy_bleeding,1,hlp. bleeding severely from wound. Patient is senior citizen. time sensitive. respond asap.
medical,medical,injury,1,Requesting immediate medical help. leg messed up. unresponsive. need ems.
disaster,trapped,in_vehicle,2,need help now. stuck in truck. Over and out.
medical,medical,illness,2,need paramedic quick. she sick bad. time sensitive. Waiting for medical assistance.
medical,medical,heavy_bleeding,1,We need help. massive blood loss. Patient is elderly woman. unconscious. breathing normally. need attention now. Please hurry.
disaster,structure_damage,light,4,urgent. roof damaged. send emergency services.
medical,medical,injury,1,Requesting immediate medical help. got hurt badly. Patient is adult male. disoriented. shallow breathing. Need medical help urgently.
medical,medical,unconscious,2,guy need help bad. fainted. Patient is child. Time is critical.
disaster,supply_request,clothing,4,help!!. clothing destroyed. need blankets and clothes. help needed now.
disaster,fire,wildfire,1,help!!. flames coming our way. flames spreading fast on hill. respond asap.
disaster,missing_person,elderly,1,emergency help. senior missing help. over n out.
medical,medical,injury,1,Help help. leg injury. getting worse fast. come quick.
disaster,supply_request,other,,Please help!. need supplies bad. Send someone quickly.
medical,medical,illness,2,help plz. fever crazy high. Patient is teenager. breathing normally. severe. Send help right away.
medical,medical,light_bleeding,3,We need help. bleeding controlled but needs attention. Patient is child. its bad. Waiting for medical assistance.
disaster,trapped,in_vehicle,2,help needed asap. can't get out of vehicle. need help rn.
medical,medical,illness,2,theres emergency here. bad allergy reaction. Patient is adult male. time sensitive hurry. Please hurry.
disaster,trapped,in_vehicle,2,need help now. trapped in car help. trapped vehicle. pls respond.
disaster,structure_damage,severe,1,urgent help needed. building collapsed. respond asap.
medical,medical,light_bleeding,3,Emergency!. cut needs stitches. Patient is child. send someone plz.
disaster,trapped,in_vehicle,2,Please help!. trapped in car. Send someone quickly.
medical,medical,unconscious,2,Medical emergency!. lying unconscious. stopped breathing. Please send ambulance immediately.
disaster,supply_request,clothing,4,Anyone there?. clothing destroyed. need immediate response.
disaster,supply_request,water,2,emergency help. need water. need help rn.
medical,medical,heavy_bleeding,1,pls help. hemorrhaging. urgent. Time is critical.
disaster,supply_request,other,,Emergency!. need supplies. Please respond.
disaster,fire,wildfire,1,Urgent situation here. massive wildfire spreading fast. forest fire heading towards us. Waiting for assistance.
medical,medical,light_bleeding,3,guy need help bad. slight bleeding. Patient is adult male. stopped breathing. urgent. Need emergency medical services.
disaster,structure_damage,light,4,Need urgent assistance!. roof partially damaged. Waiting for assistance.
medical,medical,heavy_bleeding,1,somebody hurt help. deep cut bleeding wont stop. unresponsive. situation deteriorating rapidly. Please hurry.
disaster,infrastructure_damage,other,4,SOS. facility destroyed. pls respond.
disaster,missing_person,child,1,urgent. lost sight of my kid. Send emergency services.
disaster,supply_request,other,,SOS. need emergency suplies. Need help now.
disaster,evacuation,mandatory,1,help needed asap. forced to evacuate. pls send help asap.
disaster,infrastructure_damage,road,5,anybody there. road cant pass. street destroyed. send help quick.
disaster,other,,,omg help. Please send help immediately.
disaster,supply_request,clothing,4,SOS. clothing destroyed. Need help now.
disaster,supply_request,clothing,4,Please help!. need cloths. no warm clothes. waiting for help.
disaster,trapped,in_building,1,help!!. stuck in building. need immediate response.
disaster,utility,water_outage,2,urgent. water stopped running. water system down. Send someone quickly.
medical,medical,heavy_bleeding,1,omg need help. hemorrhaging. Patient is elderly woman. unconscious. not breathing. send help now.
medical,medical,light_bleeding,3,medical situation bad. small wound bleeding. Patient is teenager. unresponsive. shallow breathing. life threating. need ambulance quick.
disaster,structure_damage,light,4,Mayday mayday. minor damage to building. send emergency services.
disaster,structure_damage,severe,1,mayday. total failure. structure completely destroyed. Please send help immediately.
disaster,fire,vehicle_fire,3,Please help!. truck caught fire bad. Need help now.
medical,medical,injury,1,omg need help. serious injury occurred. Patient is young adult. disoriented. come quick.
medical,medical,injury,1,need ambulance rn. car accident injuries. responsive. gasping for air. need medical help bad.
disaster,supply_request,food,3,omg help. out of food. waiting for help.
disaster,missing_person,child,1,emergency situation. lost sight of my kid. need help rn.
medical,medical,illness,2,pls help. heart attack symptoms. Patient is adult male. disoriented. super urgent. need help asap.
disaster,structure_damage,severe,1,We need help. building collapse. respond asap.
medical,medical,unconscious,2,medical emerg. blacked out on ground. Patient is elderly woman. confused. respond asap.
disaster,infrastructure_damage,utility,2,Mayday mayday. utility poles fallen. lines down everywhere. pls respond.
medical,medical,light_bleeding,3,pls help. small wound bleeding. stopped breathing. critical condition. send paramedics rn.
medical,medical,unconscious,2,Medical emergency!. barely concious. pls respond quick.
disaster,infrastructure_damage,road,5,Mayday mayday. road collapse. street destroyed. hurry pls.
medical,medical,illness,2,pls help. seizure happening. difficulty breathing. critical. Time is critical.
medical,medical,injury,1,guy need help bad. serious injury occurred. Patient is middle-aged person. need medical help bad.
medical,medical,light_bleeding,3,Requesting immediate medical help. small cut bleeding. disoriented. life threatening. immediate response needed.
medical,medical,injury,1,Requesting immediate medical help. serious injury occurred. Patient is adult female. confused. Please send ambulance immediately.
disaster,missing_person,child,1,emergency situation. minor missing. send emergency services.
disaster,fire,vehicle_fire,3,urgent help needed. car fire. Waiting for assistance.
medical,medical,injury,1,need help asap. injured in a fall. stopped breathing. need help now. need ambulance quick.
disaster,supply_request,clothing,4,Urgent situation here. need clothes. Please send help immediately.
disaster,structure_damage,light,4,omg help. roof damaged. cracks in walls. need immediate response.
medical,medical,injury,1,emergency pls send help. somebody got hurt. Please hurry.
disaster,supply_request,water,2,help!!. no clean h2o. out of water. over n out.
medical,medical,light_bleeding,3,pls help. light blood loss. Patient is elderly woman. unresponsive. severe. Please hurry.
medical,medical,light_bleeding,3,SOS. minor bleeding. breathing normally. immediate action needed. send paramedics rn.
medical,medical,unconscious,2,Help help. hit head now unconscious. extremely urgent. send someone fast pls.
disaster,flooding,house_flooding,2,We need help. water entering the home. home filling with water. pls respond.
medical,medical,light_bleeding,3,Medical emergency!. cut needs stitches. Patient is adult female. stopped breathing. condition worsening. pls hurry.
disaster,missing_person,elderly,1,hlp pls. senior citizen wandered off. elderly person missing. Over and out.
disaster,flooding,flash_flood,1,We need help. flood water rising fast. send emergency services.
medical,medical,heavy_bleeding,1,send amb pls. bleeding severely from wound. hurry pls. waiting 4 help.
medical,medical,injury,1,Need paramedics now. person has been injured. confused. difficulty breathing. getting worse fast. Need medical help urgently.
disaster,evacuation,mandatory,1,Please help!. ordered leave area. send emergency services.
medical,medical,injury,1,pls help. somebody got hurt. Patient is young adult. not breathing. severe. Please hurry.
disaster,infrastructure_damage,other,4,theres emergency. public facility destroyed. infrastructure damaged. send help quick.
medical,medical,illness,2,pls help. cant breath good. Patient is teenager. alert and conscious. time sensitive hurry. send someone plz.
disaster,other,,,Emergency!. pls respond.
disaster,supply_request,food,3,Requesting immediate help. need food and water. no food left. send emergency services.
medical,medical,injury,1,theres emergency here. twisted ankle badly. unconscious. gasping for air. needs immediate attention. Waiting for medical assistance.
disaster,evacuation,mandatory,1,Help help. forced evacuate. send help quick.
disaster,infrastructure_damage,other,4,Requesting immediate help. towers down. infrastructure damage. Please respond.
medical,medical,injury,1,medical situation bad. got hurt fr. Patient is senior citizen. difficulty breathing. respond asap.
medical,medical,illness,2,Need urgent medical assistance!. anaphylactic shock. unconscious. immediate action needed. need ambulance quick.
disaster,fire,wildfire,1,We need help. fire spreading real fast. forest fire heading towards us. pls send help asap.
medical,medical,heavy_bleeding,1,urgent hlp needed. arterial bleeding. Patient is child. getting worse fast. Requesting immediate medical response.
medical,medical,injury,1,help!!. leg messed up. Patient is child. condition getting worse. come quick.
medical,medical,light_bleeding,3,hlp. bleeding from minor wound. Patient is child. Need emergency medical services.
disaster,fire,wildfire,1,This is an emergency. fire jumping trees. Please send help immediately.
disaster,structure_damage,moderate,2,SOS. structure compromized. send emergency services.
medical,medical,unconscious,2,somebody hurt help. person passed out. Patient is elderly man. hurry pls.
medical,medical,illness,2,SOS. guy real sick. Patient is teenager. rapid breathing. send amb now.
disaster,infrastructure_damage,utility,2,anybody there. water main broke. Please send help immediately.
medical,medical,unconscious,2,We need help. hit head and unconscious. Patient is adult male. responsive. getting worse fast. Send help right away.
medical,medical,unconscious,2,help plz. hit head and unconscious. Patient is middle-aged person. real bad. respond asap.
medical,medical,injury,1,emergency pls send help. multiple injuries. shallow breathing. really urgent. time critical.
medical,medical,unconscious,2,medical emerg. unconscious but breathing. Please send ambulance immediately.
medical,medical,injury,1,urgent hlp needed. got hurt badly. Patient is elderly woman. time sensitive. Send help right away.
disaster,flooding,house_flooding,2,emergency help. basement flooded. Waiting for assistance.
disaster,supply_request,other,,pls help. need emergency suplies. Waiting for assistance.
medical,medical,injury,1,pls help. person injered. Patient is elderly man. semi-conscious. need medical help bad.
medical,medical,light_bleeding,3,emergency pls send help. light blood loss. critical. Requesting immediate medical response.
disaster,other,,,help needed asap. pls send help asap.
medical,medical,injury,1,need ambulance rn. injured in a fall. hurry pls. Time is critical.
medical,medical,injury,1,need paramedic quick. person has been injured. stopped breathing. waiting 4 help.
medical,medical,light_bleeding,3,medical emerg. small wound bleeding. Patient is elderly man. need attention now. pls send ambulance asap.
medical,medical,light_bleeding,3,Someone is hurt!. light blood loss. Patient is elderly man. pls respond quick.
medical,medical,illness,2,help!!. guy not breathing right. breathing normally. real bad. help needed urgent.
medical,medical,light_bleeding,3,Emergency!. minor bleeding. Patient is infant. alert and conscious. respond asap.
disaster,other,,,We need help. Please send help immediately.
medical,medical,illness,2,SOS. she dont look good real pale. not breathing. need attention now. Requesting immediate medical response.
disaster,trapped,under_debris,1,Please help!. can't get out from under debris. Send someone quickly.
disaster,flooding,street_flooding,3,Need urgent assistance!. water on all the roads. pls respond.
disaster,evacuation,mandatory,1,We need help. forced to evacuate. need help rn.
disaster,utility,power_outage,4,Emergency!. electricity out. pls send help asap.
disaster,other,,,emergency situation. Send emergency services.
medical,medical,heavy_bleeding,1,Someone is hurt!. heavy bleeding. disoriented. situation deteriorating rapidly. send amb now.
disaster,trapped,under_debris,1,Anyone there?. trapped beneath the wreckage. stuck under the debris. Requesting immediate response.
disaster,fire,vehicle_fire,3,urgent. car in flames on road. waiting for help.
disaster,fire,structural_fire,2,Please help!. apt complex burning. fire in the building. over n out.
disaster,other,,,Requesting immediate help. need immediate response.
medical,medical,unconscious,2,SOS. got knocked out. Patient is teenager. confused. waiting 4 help.
medical,medical,light_bleeding,3,help plz. minor laceration. Patient is infant. in and out of consciousness. stopped breathing. respond asap.
medical,medical,injury,1,Medical emergency!. head injury. unresponsive. help needed urgent.
medical,medical,unconscious,2,This is a medical emergency. knocked unconscious. Patient is elderly woman. Time is critical.
medical,medical,injury,1,We need help. got hurt fr. in and out of consciousness. need help now. send paramedics rn.
disaster,supply_request,water,2,theres emergency. no drinking water. dehydrated need water bad. Need help now.
disaster,flooding,house_flooding,2,Urgent situation here. water in the house. basement flooded. send help quick.
disaster,trapped,in_building,1,This is an emergency. cant get out house. trapped in building. hurry pls.
disaster,missing_person,elderly,1,urgent help needed. can't find elderly relative. Please respond.
medical,medical,illness,2,help!!. anaphylactic shock. Patient is adult male. semi-conscious. need attention now. Waiting for medical assistance.
medical,medical,light_bleeding,3,Please help!. superficial bleeding. confused. send someone fast pls.
medical,medical,unconscious,2,Please help!. drifting in and out of consciousness. difficulty breathing. Time is critical.
disaster,infrastructure_damage,bridge,3,urgent. bridge gone. help needed now.
disaster,infrastructure_damage,road,5,Requesting immediate help. street destroyed bad. Over and out.
medical,medical,illness,2,omg need help. bad reaction 2 meds. Requesting immediate medical response.
disaster,other,,,help us. Waiting for assistance.
disaster,infrastructure_damage,other,4,need assistance rn. comm towers down. Please send help immediately.
medical,medical,unconscious,2,Help help. no response at all. Patient is young adult. time critical.
disaster,structure_damage,moderate,2,mayday. moderate damage. Send emergency services.
medical,medical,heavy_bleeding,1,Urgent medical situation here. arterial bleed. gasping for air. respond asap.
disaster,structure_damage,light,4,We need help. cracks in walls. send help quick.
medical,medical,heavy_bleeding,1,hlp. so much blood. Patient is elderly man. rapid breathing. send help now.
medical,medical,heavy_bleeding,1,somebody hurt help. severe bleeding. Patient is senior citizen. rapid breathing. send someone fast pls.
disaster,trapped,in_vehicle,2,Help help. trapped in the vehicle. Please respond.
disaster,evacuation,voluntary,5,need assistance rn. need to evacuate maybe. send emergency services.
disaster,trapped,in_vehicle,2,Emergency!. trapped in car help. trapped in car. send someone quick.
medical,medical,injury,1,This is a medical emergency. injured in an accident. Patient is child. in and out of consciousness. gasping for air. really urgent. send help now.
medical,medical,heavy_bleeding,1,guy need help bad. so much bleeding idk what to do. Patient is adult female. breathing normally. critical. pls send ambulance asap.
medical,medical,unconscious,2,emergency pls send help. got knocked out. Patient is teenager. getting worse fast. help needed urgent.
disaster,utility,power_outage,4,pls help. power out. lost power. Need help now.
medical,medical,heavy_bleeding,1,Someone is hurt!. bleeding real bad. semi-conscious. stopped breathing. need attention now. Send paramedics now.
medical,medical,light_bleeding,3,need help asap. small wound bleeding. Patient is elderly man. rapid breathing. Send paramedics now.
medical,medical,light_bleeding,3,Help help. bleeding has slowed. Patient is senior citizen. not breathing. its bad. Send help right away.
disaster,structure_damage,light,4,help us. roof partially damaged. pls respond.
disaster,flooding,house_flooding,2,need assistance rn. water coming through the doors. Waiting for assistance.
disaster,structure_damage,severe,1,Mayday mayday. trapped under rubble. Waiting for assistance.
medical,medical,heavy_bleeding,1,need paramedic quick. so much blood. Patient is adult male. disoriented. breathing normally. Please respond quickly.
medical,medical,unconscious,2,help plz. going in n out of conciousness. in and out of consciousness. immediate response needed.
disaster,missing_person,child,1,Requesting immediate help. child missing help. Send someone quickly.
medical,medical,illness,2,urgent hlp needed. food poisoning maybe. Patient is teenager. really urgent. Waiting for medical assistance.
disaster,fire,vehicle_fire,3,Urgent situation here. vehicle in flames on the road. Send emergency services.
medical,medical,light_bleeding,3,This is a medical emergency. cut needs stitches. Patient is elderly woman. shallow breathing. super urgent. Time is critical.
medical,medical,light_bleeding,3,Please help!. minor laceration. unresponsive. gasping for air. immediate action needed. send amb now.
medical,medical,injury,1,guy need help bad. back injury. Patient is teenager. unconscious. super urgent. send someone plz.
medical,medical,unconscious,2,need paramedic quick. he out cold. labored breathing. Send paramedics now.
disaster,trapped,under_debris,1,emergency help. can't get out from under debris. Please respond.
medical,medical,light_bleeding,3,need ambulance rn. scrape bleeding a little. come quick.
medical,medical,illness,2,pls help. severe vomiting. Patient is adult female. semi-conscious. need attention now. waiting 4 help.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. bleeding bad from wound. unconscious. need help asap.
disaster,flooding,street_flooding,3,emergency situation. streets under water. streets underwater. respond asap.
medical,medical,injury,1,urgent hlp needed. leg messed up. Patient is child. difficulty breathing. Send help right away.
medical,medical,illness,2,hlp. severe vomiting. Patient is middle-aged person. getting worse fast. need ems.
medical,medical,unconscious,2,medical emerg. blacked out. gasping for air. Need medical help urgently.
disaster,other,,,help!!. help needed now.
medical,medical,light_bleeding,3,Requesting immediate medical help. bleeding has slowed. Patient is elderly woman. shallow breathing. its bad. Send paramedics now.
disaster,trapped,in_vehicle,2,urgent help needed. stuck in truck. stuck in the truck. Send emergency services.
medical,medical,injury,1,help plz. multiple injuries. Patient is elderly man. semi-conscious. shallow breathing. life threating. need medical help bad.
medical,medical,illness,2,Emergency!. bad reaction to medication. Patient is infant. gasping for air. hurry pls.
disaster,evacuation,mandatory,1,help!!. must evacuate now. over n out.
medical,medical,illness,2,need paramedic quick. bad reaction 2 meds. Send someone as fast as possible.
disaster,supply_request,food,3,urgent. need food. no food supplies. pls send help asap.
medical,medical,illness,2,Medical emergency!. guy real sick. Patient is child. difficulty breathing. time sensitive. pls respond quick.
medical,medical,light_bleeding,3,need ambulance rn. small cut bleeding. Send help right away.
disaster,utility,gas_leak,1,theres emergency. gas odor strong. strong gas smell. need immediate response.
disaster,utility,gas_leak,1,emergency help. strong gas smell. Please send help immediately.
medical,medical,unconscious,2,Need urgent medical assistance!. blacked out. Patient is teenager. respond asap.
medical,medical,light_bleeding,3,guy need help bad. minor bleeding. Patient is elderly woman. critical. immediate response needed.
disaster,structure_damage,moderate,2,help needed asap. walls cracking badly. need immediate response.
medical,medical,injury,1,Help help. got hurt fr. Patient is child. life threating. need ems.
disaster,utility,gas_leak,1,need help now. strong gas smell. gas leak detected. help needed now.
medical,medical,heavy_bleeding,1,Please help!. so much bleeding idk what to do. semi-conscious. shallow breathing. extremely urgent. waiting 4 help.
disaster,missing_person,child,1,Mayday mayday. lost sight of my kid. Requesting immediate response.
disaster,flooding,street_flooding,3,Please help!. roads are flooded. Send someone quickly.
medical,medical,light_bleeding,3,medical emerg. small cut bleeding. Patient is middle-aged person. responsive. getting worse. Time is critical.
medical,medical,unconscious,2,need help asap. going in n out of conciousness. Patient is child. semi-conscious. super urgent. respond asap.
medical,medical,injury,1,medical situation bad. arm injury. Patient is teenager. send paramedics rn.
disaster,trapped,in_building,1,help needed asap. stuck in building. send emergency services.
disaster,trapped,in_building,1,theres emergency. trapped in the structure. stuck in building. send someone quick.
disaster,structure_damage,moderate,2,Urgent situation here. building partial collapse. walls cracking bad. Requesting immediate response.
medical,medical,light_bleeding,3,medical situation bad. bleeding has slowed. Patient is infant. in and out of consciousness. difficulty breathing. Waiting for medical assistance.
medical,medical,illness,2,need help asap. seizure happening. Patient is child. confused. send someone plz.
disaster,other,,,need help now. need immediate response.
disaster,evacuation,mandatory,1,help needed asap. forced evacuate. must evacuate asap. help needed now.
medical,medical,unconscious,2,hlp. passed out. Patient is elderly man. unconscious. needs immediate attention. pls send ambulance asap.
medical,medical,heavy_bleeding,1,Emergency!. bleeding from head. semi-conscious. Requesting immediate medical response.
disaster,fire,vehicle_fire,3,Requesting immediate help. vehicle burning bad. need help rn.
disaster,supply_request,other,,need help now. need emergency suplies. need suplies. Requesting immediate response.
medical,medical,injury,1,Need urgent medical assistance!. mult injuries. not breathing. critical condition. need ambulance quick.
medical,medical,unconscious,2,Someone is hurt!. drifting in and out of consciousness. Patient is elderly woman. confused. really urgent. time critical.
disaster,infrastructure_damage,other,4,urgent. public facility destroyed. pls respond.
medical,medical,unconscious,2,SOS. won't wake up. Send someone as fast as possible.
medical,medical,light_bleeding,3,SOS. minor injury with bleeding. send paramedics rn.
medical,medical,unconscious,2,Need urgent medical assistance!. passed out. Patient is senior citizen. confused. urgent. Send help right away.
medical,medical,illness,2,need ambulance rn. suddenly became ill. Patient is teenager. need help asap.
medical,medical,heavy_bleeding,1,Need paramedics now. deep cut bleeding wont stop. Patient is infant. semi-conscious. send amb now.
medical,medical,light_bleeding,3,help!!. slight bleeding. unresponsive. hurry pls. help needed urgent.
disaster,structure_damage,moderate,2,emergency help. building partially collapsed. Please send help immediately.
medical,medical,light_bleeding,3,This is a medical emergency. minor injury with bleeding. Patient is child. disoriented. labored breathing. urgent. send help now.
medical,medical,illness,2,Medical emergency!. stomach hurts real bad. Patient is adult female. disoriented. come quick.
disaster,structure_damage,severe,1,emergency situation. building fell down. Please respond.
disaster,fire,structural_fire,2,urgent. building is on fire. need help rn.
disaster,utility,power_outage,4,urgent. electric grid down. send emergency services.
medical,medical,heavy_bleeding,1,pls help. severe bleeding. Patient is elderly woman. critical. send someone fast pls.
medical,medical,unconscious,2,Need urgent medical assistance!. unconscious and not breathing. extremely urgent. immediate response needed.
disaster,trapped,under_debris,1,Need urgent assistance!. cant get out under rubble. send help quick.
medical,medical,unconscious,2,Medical emergency!. wont wake up idk what to do. not breathing. time sensitive. Please hurry.
disaster,trapped,in_building,1,We need help. trapped in the structure. stuck in building. Send emergency services.
medical,medical,light_bleeding,3,Medical emergency!. superficial bleeding. unresponsive. time sensitive hurry. need medical help bad.
medical,medical,heavy_bleeding,1,help plz. so much bleeding idk what to do. Patient is teenager. alert and conscious. need attention now. hurry pls.
disaster,evacuation,voluntary,5,mayday. considering evacuation. Please respond.
medical,medical,illness,2,This is a medical emergency. food poisoning suspected. unresponsive. need medical help bad.
medical,medical,illness,2,urgent hlp needed. asthma attack. unconscious. gasping for air. condition worsening. send help now.
medical,medical,illness,2,medical situation bad. stroke symptoms. Patient is middle-aged person. alert and conscious. hurry pls. pls send ambulance asap.
disaster,supply_request,clothing,4,help us. need warm cloths. need cloths. over n out.
medical,medical,unconscious,2,medical emerg. unresponsive wont wake up. Patient is elderly man. urgent asap. send amb now.
medical,medical,light_bleeding,3,We need help. slight bleeding. in and out of consciousness. help needed urgent.
medical,medical,injury,1,Urgent medical situation here. leg messed up. Patient is infant. confused. not breathing. critical condition. Send paramedics now.
disaster,supply_request,food,3,emergency situation. need food. need immediate response.
medical,medical,light_bleeding,3,Urgent medical situation here. cut needs stitches. Patient is middle-aged person. urgent asap. Send someone as fast as possible.
disaster,structure_damage,moderate,2,mayday. building partially collapsed. send help quick.
medical,medical,injury,1,need paramedic quick. injured in an accident. stopped breathing. come quick.
disaster,flooding,house_flooding,2,Mayday mayday. home flooding. Send emergency services.
medical,medical,injury,1,send amb pls. twisted ankle cant walk. send paramedics rn.
medical,medical,illness,2,emergency pls send help. guy real sick. Patient is elderly woman. shallow breathing. send someone fast pls.
medical,medical,illness,2,SOS. heart attack symptoms. need help asap.
disaster,evacuation,mandatory,1,Requesting immediate help. forced evacuate. must evacuate asap. help needed now.
disaster,other,,,help needed asap. hurry pls.
disaster,flooding,flash_flood,1,help needed asap. flash flood coming. Waiting for assistance.
medical,medical,light_bleeding,3,help plz. bleeding controlled but needs attention. Patient is adult male. need help now. need medical help bad.
disaster,supply_request,water,2,help needed asap. out of water. over n out.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. bleeding from head. help needed urgent.
disaster,missing_person,adult,2,need help now. someone hasnt come back. cant find family member. send emergency services.
medical,medical,illness,2,pls help. cant breath. Patient is adult female. responsive. Send paramedics now.
disaster,supply_request,other,,Emergency!. need help with resources. help needed now.
disaster,evacuation,mandatory,1,emergency help. evacuation order. Need help now.
medical,medical,light_bleeding,3,emergency pls send help. small wound bleeding. Patient is elderly man. respond asap.
disaster,utility,power_outage,4,Emergency!. lost power help. Need help now.
disaster,supply_request,food,3,need help now. no food supplies. Waiting for assistance.
medical,medical,light_bleeding,3,Emergency!. minor laceration. Patient is elderly man. hurry pls. time critical.
medical,medical,heavy_bleeding,1,help!!. profuse bleeding. send someone plz.
medical,medical,unconscious,2,help!!. person passed out. Patient is child. labored breathing. time sensitive hurry. send help now.
medical,medical,heavy_bleeding,1,need paramedic quick. lost alot of blood. Patient is elderly woman. hurry pls. Send help right away.
medical,medical,injury,1,medical situation bad. leg injury. gasping for air. need help asap.
medical,medical,heavy_bleeding,1,Help help. critical bleeding. Patient is young adult. Send someone as fast as possible.
disaster,missing_person,adult,2,pls help. someone hasn't returned. need help rn.
disaster,other,,,help!!. respond asap.
medical,medical,injury,1,need ambulance rn. accident victim injured. Patient is adult female. semi-conscious. gasping for air. super urgent. Please send ambulance immediately.
medical,medical,unconscious,2,theres emergency here. collapsed and unconscious. semi-conscious. its bad. respond asap.
disaster,flooding,street_flooding,3,We need help. roads are flooded. need help rn.
disaster,supply_request,clothing,4,Mayday mayday. need clothes. clothing destroyed. Over and out.
medical,medical,heavy_bleeding,1,need ambulance rn. profuse bleeding. Patient is young adult. need medical help bad.
disaster,fire,vehicle_fire,3,We need help. truck caught fire bad. vehicle in flames on the road. Need help now.
medical,medical,heavy_bleeding,1,We need help. arterial bleed. Patient is infant. semi-conscious. rapid breathing. critical. waiting 4 help.
medical,medical,heavy_bleeding,1,SOS. bleeding bad from wound. Patient is infant. alert and conscious. time sensitive hurry. Please respond quickly.
disaster,utility,power_outage,4,Mayday mayday. blackout. Send someone quickly.
medical,medical,heavy_bleeding,1,hlp. heavy bleeding. Patient is middle-aged person. semi-conscious. time sensitive. waiting 4 help.
disaster,missing_person,elderly,1,theres emergency. senior missing help. old man/woman missing. send emergency services.
disaster,infrastructure_damage,utility,2,emergency help. infrastructure damage. infrastructure destroyed. help needed now.
disaster,other,,,emergency situation. Over and out.
medical,medical,illness,2,Requesting immediate medical help. food poisoning maybe. Patient is teenager. confused. extremely urgent. send paramedics rn.
disaster,utility,water_outage,2,This is an emergency. water system down. Please respond.
disaster,utility,water_outage,2,pls help. no water supply. water stopped running. send emergency services.
medical,medical,heavy_bleeding,1,We need help. deep cut bleeding heavily. Waiting for medical assistance.
medical,medical,injury,1,pls help. he fell got hurt. Patient is adult male. alert and conscious. situation deteriorating rapidly. time critical.
medical,medical,injury,1,send amb pls. head injry bad. help needed urgent.
disaster,trapped,in_building,1,urgent help needed. cant get out house. trapped in the structure. Send someone quickly.
disaster,flooding,flash_flood,1,emergency help. flash flood warning area. flash flood area. help needed now.
medical,medical,light_bleeding,3,We need help. cut needs stitches. Patient is adult male. unresponsive. need attention now. need help asap.
medical,medical,unconscious,2,need help asap. going in n out of conciousness. Patient is child. Waiting for medical assistance.
medical,medical,illness,2,need help asap. heart attack symptoms. life threatening. pls send ambulance asap.
medical,medical,illness,2,omg need help. heart attack i think. Patient is infant. immediate action needed. send someone plz.
disaster,other,,,need help now. send help quick.
disaster,structure_damage,severe,1,help!!. total structural failure. building collapsed help. respond asap.
disaster,fire,wildfire,1,theres emergency. fire out of control. massive wildfire spreading fast. Please send help immediately.
medical,medical,injury,1,SOS. injured in an accident. in and out of consciousness. getting worse fast. need ambulance quick.
disaster,supply_request,water,2,Please help!. no clean h2o. Over and out.
disaster,fire,structural_fire,2,emergency situation. smoke coming from the roof. building is on fire. Please respond.
medical,medical,unconscious,2,need paramedic quick. collapsed unconcious. Patient is adult male. alert and conscious. not breathing. pls hurry.
disaster,structure_damage,severe,1,Need urgent assistance!. trapped under rubble. send help quick.
medical,medical,heavy_bleeding,1,Urgent medical situation here. hemorrhaging. severe. Need medical help urgently.
disaster,utility,water_outage,2,SOS. pipes dry. water system fail. need help rn.
medical,medical,illness,2,medical situation bad. allergic reaction. Patient is elderly woman. breathing normally. need help now. come quick.
medical,medical,illness,2,This is a medical emergency. got sick suddenly idk why. Patient is elderly woman. breathing normally. getting worse. need ambulance quick.
medical,medical,illness,2,need paramedic quick. throwing up alot. life threatening. Please respond quickly.
disaster,flooding,house_flooding,2,Mayday mayday. water entering the home. house flooding bad. need help rn.
disaster,trapped,in_vehicle,2,theres emergency. trapped in car help. trapped in the vehicle. Need help now.
medical,medical,unconscious,2,SOS. blacked out on ground. Patient is elderly man. rapid breathing. hurry pls. Time is critical.
disaster,supply_request,water,2,help needed asap. need water. respond asap.
disaster,trapped,under_debris,1,help us. stuck under the debris. Need help now.
medical,medical,unconscious,2,need ambulance rn. unconcious but breathing. time sensitive hurry. help needed urgent.
disaster,infrastructure_damage,road,5,mayday. street destroyed bad. street destroyed. Send emergency services.
disaster,trapped,in_vehicle,2,pls help. can't get out of vehicle. Please respond.
disaster,utility,power_outage,4,help needed asap. no electricity for hours. Over and out.
disaster,supply_request,clothing,4,urgent help needed. clothing destroyed. need warm cloths. help needed now.
disaster,structure_damage,moderate,2,Urgent situation here. walls cracking badly. building partially collapsed. hurry pls.
disaster,missing_person,elderly,1,Please help!. elderly person lost. old man/woman missing. respond asap.
